id,alert_id,session_ts,rule_id,rule_level,severity_tier,verdict,confidence,risk_score,is_malicious,net_ingest_lag_s,ti_processing_s,ai_pipeline_s,soar_internal_s,e2e_total_s,anomaly_flag,ai_provider,ai_model,tokens_used,cost_usd,response_ms,engines_total,engines_ok,engines_skipped,engines_error,ti_verdict,ti_score,ioc_count,is_first,attempt_count,suppressed,raw_payload_bytes,summary_bytes,compression_ratio
BM-1776765750546,crit-93101-ubuntu-prod-server-1776765734921,2026-04-21T10:02:30.546Z,93101,14,critical,TRUE_POSITIVE,HIGH,75,TRUE,6.921,6.177,8.412,15.625,22.546,NORMAL,Gemini,gemini-2.5-flash-lite,3257,0.0019542,1689,6,0,6,0,clean,0,0,TRUE,1,FALSE,19906,5691,3.5
BM-1776829944354,crit-93102-ubuntu-prod-server-1776829933589,2026-04-22T03:52:24.354Z,93102,15,critical,TRUE_POSITIVE,HIGH,90,TRUE,8.589,4.86,4.63,10.765,19.354,NORMAL,Groq,llama-3.3-70b-versatile,3960,0.002376,1791,6,0,6,0,clean,0,0,TRUE,1,FALSE,18974,5504,3.45
BM-1776830058313,crit-93103-ubuntu-prod-server-1776830048198,2026-04-22T03:54:18.313Z,93103,15,critical,TRUE_POSITIVE,HIGH,90,TRUE,8.198,4.585,4.577,10.115,18.313,NORMAL,Groq,llama-3.3-70b-versatile,3920,0.002352,1705,6,0,6,0,clean,0,0,TRUE,1,FALSE,18317,5307,3.45
BM-1776830301107,crit-93104-ubuntu-prod-server-1776830290843,2026-04-22T03:58:21.107Z,93104,15,critical,NEEDS_INVESTIGATION,MEDIUM,60,FALSE,7.843,4.865,4.392,10.264,18.107,NORMAL,Groq,llama-3.3-70b-versatile,3872,0.0023232,1620,6,0,6,0,clean,0,0,TRUE,1,FALSE,17227,5035,3.42
BM-1776830691506,crit-93105-ubuntu-prod-server-1776830675068,2026-04-22T04:04:51.506Z,93105,15,critical,NEEDS_INVESTIGATION,MEDIUM,60,FALSE,7.068,10.67,4.512,16.438,23.506,NORMAL,Groq,llama-3.3-70b-versatile,3922,0.0023532,1630,6,0,6,0,clean,0,0,TRUE,1,FALSE,17428,5087,3.43
BM-1776830951219,crit-93106-ubuntu-prod-server-1776830939858,2026-04-22T04:09:11.219Z,93106,14,critical,TRUE_POSITIVE,HIGH,95,TRUE,8.857,5.864,4.374,11.362,20.219,NORMAL,Groq,llama-3.3-70b-versatile,3910,0.002346,1553,6,0,6,0,clean,0,0,TRUE,1,FALSE,17976,5217,3.45
BM-1776831114223,crit-93107-ubuntu-prod-server-1776831103198,2026-04-22T04:11:54.223Z,93107,15,critical,TRUE_POSITIVE,HIGH,98,TRUE,8.198,4.403,5.511,11.025,19.223,NORMAL,Groq,llama-3.3-70b-versatile,3961,0.0023766,2721,6,0,6,0,clean,0,0,TRUE,1,FALSE,18439,5363,3.44
BM-1776831253783,crit-93108-ubuntu-prod-server-1776831242892,2026-04-22T04:14:13.783Z,93108,12,critical,TRUE_POSITIVE,MEDIUM,60,TRUE,7.891,4.292,5.315,10.892,18.783,NORMAL,Groq,llama-3.3-70b-versatile,3930,0.002358,1499,6,0,6,0,clean,0,0,TRUE,1,FALSE,18118,5259,3.45
BM-1776831656679,crit-95101-ubuntu-prod-server-1776831650235,2026-04-22T04:20:56.679Z,95101,14,critical,TRUE_POSITIVE,HIGH,65,TRUE,13.235,0.547,4.879,6.444,19.679,NORMAL,Groq,llama-3.3-70b-versatile,4013,0.0024078,1944,6,0,6,0,clean,0,0,TRUE,1,FALSE,19022,5491,3.46
BM-1776831806852,crit-95102-ubuntu-prod-server-1776831795404,2026-04-22T04:23:26.852Z,95102,15,critical,TRUE_POSITIVE,HIGH,70,TRUE,6.404,5.276,5.179,11.448,17.852,NORMAL,Groq,llama-3.3-70b-versatile,3981,0.0023886,1966,6,0,6,0,clean,0,0,TRUE,1,FALSE,18267,5280,3.46
BM-1776832035284,crit-95103-ubuntu-prod-server-1776832025161,2026-04-22T04:27:15.284Z,95103,15,critical,TRUE_POSITIVE,HIGH,90,TRUE,7.158,4.594,4.503,10.126,17.284,NORMAL,Groq,llama-3.3-70b-versatile,3943,0.0023658,1623,6,0,6,0,clean,0,0,TRUE,1,FALSE,17658,5139,3.44
BM-1776832152336,crit-95104-ubuntu-prod-server-1776832141622,2026-04-22T04:29:12.336Z,95104,14,critical,TRUE_POSITIVE,HIGH,95,TRUE,8.622,4.829,4.605,10.714,19.336,NORMAL,Groq,llama-3.3-70b-versatile,3968,0.0023808,1701,6,0,6,0,clean,0,0,TRUE,1,FALSE,19051,5546,3.44
BM-1776832443831,crit-95105-ubuntu-prod-server-1776832432741,2026-04-22T04:34:03.831Z,95105,14,critical,TRUE_POSITIVE,HIGH,54,TRUE,8.741,4.714,5.139,11.09,19.831,NORMAL,Groq,llama-3.3-70b-versatile,3954,0.0023724,1938,6,0,6,0,clean,0,0,TRUE,1,FALSE,18050,5258,3.43
BM-1776832596170,crit-95106-ubuntu-prod-server-1776832584080,2026-04-22T04:36:36.170Z,95106,15,critical,TRUE_POSITIVE,HIGH,90,TRUE,8.08,5.872,5.211,12.09,20.17,NORMAL,Groq,llama-3.3-70b-versatile,4060,0.002436,1966,6,0,6,0,clean,0,0,TRUE,1,FALSE,19430,5588,3.48
BM-1776832762024,crit-95107-ubuntu-prod-server-1776832751427,2026-04-22T04:39:22.024Z,95107,14,critical,TRUE_POSITIVE,HIGH,67,TRUE,9.426,4.685,4.666,10.598,20.024,NORMAL,Groq,llama-3.3-70b-versatile,3958,0.0023748,1768,6,0,6,0,clean,0,0,TRUE,1,FALSE,18604,5413,3.44
BM-1776833026970,crit-95108-ubuntu-prod-server-1776833016425,2026-04-22T04:43:46.970Z,95108,15,critical,TRUE_POSITIVE,MEDIUM,60,TRUE,9.425,4.559,5.049,10.545,19.97,NORMAL,Groq,llama-3.3-70b-versatile,4053,0.0024318,2103,6,0,6,0,clean,0,0,TRUE,1,FALSE,20092,5845,3.44
BM-1776836049574,crit-96101-ubuntu-prod-server-1776836034570,2026-04-22T05:34:09.574Z,96101,12,critical,NEEDS_INVESTIGATION,LOW,30,FALSE,6.57,4.787,8.849,15.004,21.574,NORMAL,Gemini,gemini-2.5-flash-lite,3182,0.0019092,1636,6,0,6,0,clean,0,0,TRUE,1,FALSE,19163,5610,3.42
BM-1776836403430,crit-90101-ubuntu-prod-server-1776836385000,2026-04-22T15:00:00.000Z,90101,15,critical,TRUE_POSITIVE,HIGH,80,TRUE,10.32,10.25,5.12,15.37,25.37,NORMAL,Gemini,gemini-3-flash,4205,0.002523,1950,6,2,4,0,clean,0,1,TRUE,1,FALSE,19200,5400,3.55
BM-1776836760000,crit-90102-ubuntu-prod-server-1776836742000,2026-04-22T15:06:00.000Z,90102,12,critical,FALSE_POSITIVE,HIGH,10,FALSE,12.22,8.44,4.9,13.34,25.34,NORMAL,Groq,llama-3.3-70b-versatile,4150,0.00249,1820,6,2,4,0,low_risk,5,1,TRUE,1,FALSE,18950,5320,3.56
BM-1776837120990,crit-90103-win-2-1776837105000,2026-04-22T15:12:00.000Z,90103,14,critical,TRUE_POSITIVE,HIGH,70,TRUE,11.02,12.11,4.78,16.89,27.89,NORMAL,Gemini,gemini-3-flash,4310,0.002586,2010,6,2,4,0,suspicious,20,1,TRUE,1,FALSE,19400,5500,3.52
BM-1776837489100,crit-90104-ubuntu-prod-server-1776837462000,2026-04-22T15:18:00.000Z,90104,13,critical,TRUE_POSITIVE,HIGH,75,TRUE,13.76,9.33,5.05,14.38,27.38,NORMAL,Groq,llama-3.3-70b-versatile,4195,0.002517,1780,6,2,4,0,clean,0,1,TRUE,1,FALSE,19050,5350,3.56
BM-1776837842240,crit-90105-ubuntu-prod-server-1776837824000,2026-04-22T15:24:00.000Z,90105,12,critical,TRUE_POSITIVE,HIGH,70,TRUE,16.11,11.5,4.92,16.42,32.42,NORMAL,Gemini,gemini-3-flash,4240,0.002544,1890,6,2,4,0,low_risk,10,1,TRUE,1,FALSE,19250,5410,3.55
